Date,Close,High,Low,Open,Volume,trend
2025-05-19,198245.390625,201824.5451197342,196356.39241944582,201824.5451197342,2482673,4
2025-05-20,200830.328125,206795.5853960396,200333.22335241336,201327.43289758664,2820546,4
2025-05-21,199339.0,203812.94264339152,198742.47431421446,203315.83790523693,1721760,4
2025-05-22,195759.84375,200333.20729113763,195362.15996381413,198742.4721463941,1988587,4
2025-05-23,198841.90625,200333.220546875,197549.433859375,198742.485296875,1538701,4
2025-05-26,201824.53125,202321.6360067734,195759.85321736452,198841.9027093596,1459997,3
2025-05-27,201327.421875,202321.63136574073,198841.89814814815,199339.0028935185,1424916,3
2025-05-28,206795.578125,208286.89239032453,204807.1591045673,205304.2638596755,3161188,3
2025-05-29,211153.109375,213643.12245725238,206671.08582694575,213643.12245725238,3827689,3
2025-05-30,203683.046875,209161.07503056235,202189.03919621027,209161.07503056235,4826628,3
2025-06-02,206671.078125,207667.08332078313,202189.0547439759,204181.06513554216,1775752,3
2025-06-04,216631.125,222109.15344827584,215635.1198275862,217129.1275862069,5108674,3
2025-06-05,223603.15625,229081.18457683743,221113.14337416482,224599.1614003341,5768506,3
2025-06-09,228085.171875,232567.19490311135,227089.1667576419,232069.19234443232,3666084,6
2025-06-10,229579.1875,231571.19780368762,226591.17204446855,230077.1900759219,3718655,6
2025-06-11,239041.25,240037.2552083333,234061.2239583333,235057.22916666666,4230421,6
2025-06-12,234559.21875,245515.2756767516,234061.2161624204,241531.25497611467,4994238,6
2025-06-13,234559.21875,242029.25756369426,232816.20969347135,239539.2446257962,4100610,6
2025-06-16,247009.28125,247507.28383316533,237049.22958669355,237049.22958669355,3760740,5
2025-06-17,248005.28125,258961.33785140564,247009.2761044177,251989.3018323293,5044669,5
2025-06-18,245515.28125,250993.30983772821,244021.27345334686,244519.27605223126,4081001,5
2025-06-19,245017.265625,249001.28620426828,241033.2450457317,246013.27076981706,2317796,5
2025-06-20,255973.328125,255973.328125,246511.27903088523,248005.28678258756,3597877,5
2025-06-23,258463.34375,261949.36187379577,247507.28678949905,251491.30750240848,3398736,6
2025-06-24,277387.4375,281869.4607271095,268423.39104578097,268921.39362657093,5436312,6
2025-06-25,284857.5,290335.5288461539,282865.4895104895,287845.51573426573,5466598,6
2025-06-26,291829.5,297307.5281569966,285853.46928327647,293323.5076791809,5894020,6
2025-06-27,282865.46875,293323.52305237675,279877.4532350352,286849.4894366197,5134863,6
2025-06-30,290833.5,293323.5128424657,284857.4691780822,287347.48202054796,4375298,5
2025-07-01,284359.5,293323.5472854641,284359.5,289837.52889667253,3687981,5
2025-07-02,277885.4375,282367.4606854839,273403.4143145161,282367.4606854839,4702056,5
2025-07-03,277387.4375,282865.4658886894,275893.42975763016,279877.4504039497,3642140,5
2025-07-04,269419.375,280375.43091497227,267925.36737523106,278383.42074861366,3654933,5
2025-07-07,269917.40625,270913.4114391144,263443.37252075644,264937.38030442805,2523564,6
2025-07-08,280873.46875,283861.484375,267427.3984375,269917.4114583333,3119395,6
2025-07-09,279877.46875,282865.48443060496,276391.4504559609,281371.4765903025,2626484,6
2025-07-10,295813.53125,295813.53125,282367.46164772724,282865.46422558924,4556065,6
2025-07-11,293323.5,305275.5611205433,290833.48726655345,298303.52546689304,3732533,6
2025-07-14,298801.5625,301291.5755208333,291331.5234375,291331.5234375,2936976,9
2025-07-15,297307.53125,297307.53125,288841.4876465662,294817.5184254606,4196196,9
2025-07-16,294817.53125,298303.5493559966,291331.51314400334,297307.5441828547,3123297,9
2025-07-17,268423.375,288343.47704081633,266929.3673469388,282367.4464285714,9328322,9
2025-07-18,267925.375,273901.405669145,265933.36477695167,268921.3801115242,5359504,9
2025-07-21,271411.40625,273403.41657110094,265435.37528669724,266431.3804472477,2424891,7
2025-07-22,267427.375,272407.4006052142,265933.36731843575,271909.39804469276,3139858,7
