Date,Close,High,Low,Open,Volume,trend
2025-05-19,183472.71875,186243.61202130528,182582.0744842233,185649.84917745416,262018,90
2025-05-20,183076.875,184561.2820945946,182087.27027027027,183868.55878378378,293512,90
2025-05-21,182878.96875,184561.29692573054,182681.04778814936,183967.53404017858,382117,90
2025-05-22,181295.59375,182582.07995019105,179217.42373430677,181295.59375,469433,90
2025-05-23,181196.640625,183373.77120596668,180899.7591821409,182186.2454345303,257074,90
2025-05-26,186045.703125,186045.703125,179910.15334109042,181196.63958610373,472314,100
2025-05-27,181889.359375,184957.13420667846,181097.67554747008,184264.41085758977,668670,100
2025-05-28,185748.8125,187035.2986814065,182186.23538225892,182681.03775972297,727369,100
2025-05-29,187332.1875,188618.67373217116,185748.8198296355,187332.1875,649059,100
2025-05-30,185550.890625,186837.3768,184165.443975,186738.416325,989028,100
2025-06-02,184561.296875,186342.58553116623,183769.613027815,183868.57350871313,408085,89
2025-06-04,183571.6875,187134.26472371968,183571.6875,187035.304245283,817069,89
2025-06-05,189212.4375,190004.12133891214,184363.37398666318,184363.37398666318,911249,89
2025-06-09,196436.546875,200394.96595560454,190300.99730006297,193368.77208753148,1407038,96
2025-06-10,197920.953125,201879.3721875,194754.217875,201879.3721875,911907,96
2025-06-11,198910.5625,199900.16728855722,196832.39244402986,198415.7601057214,512085,96
2025-06-12,196832.390625,199405.3630514706,196832.390625,197426.15349264705,624703,96
2025-06-13,198415.75,203858.57605985037,195347.9753117207,201384.56421446384,1050533,96
2025-06-16,207322.203125,209301.41270137232,199900.16721360383,208806.61030727922,1159906,92
2025-06-17,204353.390625,210785.82180690073,201879.37863196124,209796.21700968524,837169,92
2025-06-18,240968.765625,241958.370411961,201879.37654004106,202374.17893352156,5706879,92
2025-06-19,249380.40625,256307.63975694444,245916.78949652778,251854.4182167659,3810468,92
2025-06-20,266698.5,266698.5,242453.18181818182,246411.60111317254,4889308,92
2025-06-23,286985.375,291933.3987068965,267193.2801724138,273625.7109913793,5050411,91
2025-06-24,287480.1875,289459.3970524957,274615.325408778,285500.97794750426,4326501,91
2025-06-25,280552.9375,283521.75165343913,273130.9021164021,279563.332782187,2862461,91
2025-06-26,258286.84375,272141.3104645594,251359.61039272032,267193.2866379311,4314779,91
2025-06-27,254823.234375,262245.2703276699,249380.40800970874,260760.86313713592,2316733,91
2025-06-30,259771.25,265214.0761904762,252844.01666666666,254328.4238095238,2219752,83
2025-07-01,259276.453125,266203.68660543894,257297.2435591603,261255.6626908397,1791173,83
2025-07-02,249380.40625,260760.86129712302,247401.1966765873,260266.05890376985,1870730,83
2025-07-03,250370.0,257297.23320158102,246906.38339920947,247895.98814229248,1207730,83
2025-07-04,246411.59375,251854.4201179719,244927.18655873495,249875.2105296185,874760,83
2025-07-07,253338.828125,257792.04971313477,245916.7921447754,245916.7921447754,1175356,84
2025-07-08,255318.03125,260266.0551114341,252349.21693313954,258781.64795300388,903743,84
2025-07-09,251359.609375,255812.83080093504,248390.7950910433,255812.83080093504,952460,84
2025-07-10,256802.4375,262245.2637283237,248390.79696531792,252844.0184248555,1754234,84
2025-07-11,250370.0,258781.64031620554,250370.0,258286.83794466403,1249355,84
2025-07-14,246411.59375,249875.2105296185,241463.5697791165,249380.40813253014,1205192,89
2025-07-15,246906.390625,250370.0073271543,244432.37869488978,244927.1810809118,791762,89
2025-07-16,247401.1875,252844.01362500002,246411.58275,248390.79225,785410,89
2025-07-17,240968.765625,252349.22067505133,239979.160838039,251359.61588809034,1262077,89
2025-07-18,239484.359375,242453.17374741734,237505.14979338844,240968.76656120867,703602,89
2025-07-21,237505.140625,242947.96676432292,237505.140625,238989.54775390626,674282,84
2025-07-22,232557.125,239484.3585106383,232062.32260638298,238989.55611702127,930384,84
2025-07-23,229093.5,235031.12850971922,227114.29049676025,233546.7213822894,719824,84
2025-07-24,224640.28125,232062.31697411893,222661.07172356828,230577.90982929515,1177878,84
2025-07-25,232062.3125,233546.7196162047,222661.06743070364,224145.4745469083,1202489,84
2025-07-28,233051.921875,234536.32902070062,229588.3052016985,233546.7242569002,600063,80
2025-07-29,230577.90625,237505.13948497854,229588.3015021459,233051.9181196352,928345,80
2025-07-30,231567.515625,237505.14423076925,231072.7132411859,231072.7132411859,768748,80
2025-07-31,232557.125,234041.53218085106,230083.1130319149,232557.125,521064,80
2025-08-01,222661.078125,230577.91645833335,221671.47333333333,230083.1140625,827729,80
2025-08-04,230083.109375,237010.34277553763,222661.07358870967,223155.87597446237,1276649,84
2025-08-05,229588.3125,234041.5340786638,226619.49811422414,233546.73168103446,683813,84
2025-08-06,226124.6875,234041.52557439826,223650.67560175055,234041.52557439826,1076418,84
2025-08-07,233051.921875,233051.921875,225629.8861464968,227609.09567409765,1019496,84
2025-08-08,227114.296875,238989.55422794117,226124.69209558825,238494.7518382353,1638049,84
2025-08-11,220681.859375,227609.09262892377,220187.05699971973,227114.2902536435,1264837,82
2025-08-12,220681.859375,225629.8831278027,220681.859375,221176.66175028027,743541,82
2025-08-13,222661.078125,223650.68291666667,219197.46135416668,223155.88052083334,1017399,82
2025-08-14,222166.265625,231072.7083449332,221671.4632516704,226124.68461163697,1165222,82
2025-08-18,223650.671875,226124.68373202434,221176.66001797566,222166.26476078542,479724,84
2025-08-19,223155.875,226124.6893015521,220681.8630820399,225629.88691796007,419214,84
2025-08-20,219197.453125,221671.46501128667,217218.24361597066,219197.453125,507825,84
2025-08-21,220681.859375,224145.47600196188,219692.25462443946,219692.25462443946,463923,84
2025-08-22,219692.265625,224640.28962556308,218702.6608248874,221671.47522522524,543978,84
2025-08-25,223155.875,223155.875,219197.45593126386,222166.27023281596,564999,85
2025-08-26,218702.65625,222166.27297794117,218702.65625,221671.4705882353,685341,85
2025-08-27,215733.84375,219692.26290137615,214249.43656823394,219692.26290137615,691579,85
2025-08-28,215239.03125,216228.6359913793,212765.0193965517,215239.03125,663919,85
2025-08-29,212270.21875,215733.83537296037,211775.41637529136,215239.03299825176,750586,85
2025-09-01,213259.828125,214249.43289588168,208311.80427059165,209301.40904147332,634984,88
