Date,Close,High,Low,Open,Volume,trend
2025-05-19,69312.859375,70200.22172830725,69017.07192389757,69608.64682610241,218924,35
2025-05-20,69510.046875,70397.40917553191,69115.66363031915,69904.43011968085,227059,35
2025-05-21,69312.859375,69805.8384601707,69115.66774093172,69510.05100906828,240943,35
2025-05-22,69312.859375,69608.64682610241,68721.28447279516,69115.66774093172,316537,35
2025-05-23,69017.0625,69904.42473214286,69017.0625,69411.44571428571,209927,35
2025-05-26,70594.6015625,70594.6015625,68622.68531773743,69017.06856668994,239182,35
2025-05-27,68031.109375,69904.4297780797,67340.93870018116,69805.8339673913,631617,35
2025-05-28,70200.21875,70496.00618855338,68326.89830582865,68524.0899315309,561303,35
2025-05-29,71186.171875,71284.76768092105,70003.02220394736,70791.78865131579,371386,35
2025-05-30,70101.625,71284.77478902954,69805.83755274261,70791.79571026724,592255,35
2025-06-02,69805.8359375,70397.41081832627,69608.64431055791,69805.8359375,251758,30
2025-06-04,70298.8125,71580.55802945301,70101.62088008416,70496.00411991584,593895,30
2025-06-05,71383.3671875,71777.75043162984,70594.60069924034,70594.60069924034,458239,30
2025-06-09,71876.34375,72566.51440329218,71679.15213477367,71974.93955761318,452130,42
2025-06-10,72665.109375,73552.47163331072,71580.55550373135,72665.109375,640483,42
2025-06-11,73552.4765625,73552.4765625,72369.32680546246,72960.90168398124,514323,42
2025-06-12,74144.0546875,75425.80031374667,73848.26723528923,75327.20449634308,897232,42
2025-06-13,71186.171875,73651.0670230263,70791.78865131579,73158.08799342105,931983,42
2025-06-16,70988.984375,70988.984375,69608.64301215278,70397.40950520833,394654,43
2025-06-17,71186.171875,72467.91735197368,70791.78865131579,71186.171875,451460,43
2025-06-18,72763.7109375,73453.88163744919,70496.00720909552,70791.79465193089,559285,43
2025-06-19,72073.53125,73256.68087380301,71580.55224008208,73158.08507181943,388030,43
2025-06-20,72960.8984375,72960.8984375,71777.7487331081,72270.72777660473,529685,43
2025-06-23,73651.0703125,77397.71110483601,70496.00438211179,71777.74991633199,1370349,39
2025-06-24,75130.0,76510.34120734908,74735.61679790026,75524.38320209974,1168788,39
2025-06-25,75031.4140625,75918.7763838699,73946.860114159,75721.58475689882,514310,39
2025-06-26,73651.0703125,75130.00746736948,73256.68707120148,75130.00746736948,393009,39
2025-06-27,73059.4921875,74144.04605263157,72665.10896381579,73749.66282894736,434975,39
2025-06-30,72763.7109375,73749.66908028456,72665.11512322155,73256.69000889227,422420,42
2025-07-01,74341.2421875,75721.58355437666,73158.09244446286,73256.68825638264,655170,42
2025-07-02,75130.0,75130.0,73552.46719160106,74341.23359580053,419986,42
2025-07-03,76806.140625,76904.73644094994,74932.82012195123,75622.99083360076,704594,42
2025-07-04,76115.9609375,79665.40989313471,76115.9609375,77496.30219802461,922122,42
2025-07-07,73059.4921875,75918.77055921052,72960.89638157895,75918.77055921052,791075,46
2025-07-08,72566.515625,73552.47371773097,71974.9407693614,72566.515625,707380,46
2025-07-09,72665.109375,73059.49260091588,72172.13034260516,72763.70518147897,360540,46
2025-07-10,74341.2421875,74932.81705901858,73355.2840683024,73946.85893982096,623424,46
2025-07-11,74242.640625,75031.40705926294,73749.66160358566,74341.23642928287,332192,46
2025-07-14,76115.9609375,79764.0056974579,74637.02387265221,74735.61967697539,1769412,40
2025-07-15,75820.1796875,76313.15874918726,75130.00900113785,76017.3713121749,478176,40
2025-07-16,74341.2421875,75721.58355437666,74341.2421875,75524.39193053714,531088,40
2025-07-17,74932.8203125,75130.01194490131,73552.47888569078,74932.8203125,375098,40
2025-07-18,75130.0,75524.38320209974,74637.02099737532,75130.0,268217,40
2025-07-21,75524.3828125,75918.76601256528,74735.61641236945,75031.4038124184,277303,45
2025-07-22,75820.1796875,77890.69174658648,75327.20062581275,76115.96712451236,893819,45
2025-07-23,77989.2890625,78383.67231945322,76017.37277773388,76608.94766316372,1017097,45
2025-07-24,76806.140625,77989.29041639924,76313.16154525032,77890.6946004493,628366,45
2025-07-25,76017.3671875,77890.68752026588,75721.57976653696,77890.68752026588,431257,45
2025-07-28,76707.5390625,77299.11391388175,75820.17678542738,76313.1558282455,374976,53
2025-07-29,76313.15625,76707.5394864341,75327.19815891473,76313.15625,357009,53
2025-07-30,77594.90625,78383.6727684244,75918.77739834816,76115.96902795426,779571,53
2025-07-31,76313.15625,78876.64728682171,75820.17720445736,78778.05147771318,735716,53
2025-08-01,73946.859375,76411.7546875,73946.859375,75721.584,600252,53
2025-08-04,74735.625,74932.81662269129,73749.66688654353,74439.83756596305,245078,62
2025-08-05,75524.3828125,76214.55341261423,75031.4038124184,75129.99961243472,355246,62
2025-08-06,75820.1796875,76313.15874918726,75031.41318880039,75031.41318880039,254054,62
2025-08-07,76614.109375,76812.5915236399,75820.18078044041,76415.6272263601,250257,62
2025-08-08,76316.3828125,76812.58816238621,76018.65960256827,76514.86495245449,271831,62
2025-08-11,76018.6640625,77507.28019949413,76018.6640625,76415.62836569843,348955,66
2025-08-12,75323.9765625,76514.86947257906,75323.9765625,75919.42301753952,314487,66
2025-08-13,77705.7578125,78301.20423251916,75423.21320242656,75820.17748243934,838607,66
2025-08-14,76614.109375,77904.24334115932,76415.6272263601,77904.24334115932,367302,66
2025-08-18,76217.140625,77110.31024169922,76117.89955647786,76614.10489908853,287958,77
2025-08-19,75919.421875,76514.86832107844,75026.25220588235,76316.38617238562,307306,77
2025-08-20,76117.8984375,76217.13950456324,74827.76456567796,75621.69310218384,373742,77
2025-08-21,75224.734375,76316.38619310685,75125.49330062665,76316.38619310685,359488,77
2025-08-22,74728.5234375,76217.13944223107,74430.80023655378,75423.2109063745,378845,77
2025-08-25,75323.9765625,75423.21763833992,74927.01225914032,75224.73548666008,174807,68
2025-08-26,74728.5234375,76117.898375249,74728.5234375,75026.24663844622,416636,68
2025-08-27,74629.2890625,75224.7355177859,74530.04798661901,75224.7355177859,263165,68
2025-08-28,74629.2890625,74927.01229014296,74331.56583485704,74728.53013838099,280205,68
2025-08-29,73339.1484375,74927.00550786537,73041.4252368065,74827.76444096753,546283,68
2025-09-01,71652.0546875,73339.1529280644,71453.57254155124,73339.1529280644,348361,77
2025-09-02,72346.7421875,72346.7421875,71453.5725308642,71652.05467678326,401821,77
2025-09-03,73835.359375,73934.60044942876,72247.50218413978,72247.50218413978,309645,77
2025-09-04,74728.5234375,75323.96983939243,73438.38956673307,73537.63063371513,531146,77
2025-09-05,74530.046875,75125.49332140479,74133.08257739681,75026.252247004,226879,77
2025-09-08,74629.2890625,74827.77121426197,74133.08368309509,74530.04798661901,183302,68
2025-09-09,75026.25,75224.73214285714,74133.08035714286,74728.52678571429,268395,68
2025-09-10,75224.734375,75621.69867249341,74430.8057800132,75026.2522262533,332791,68
2025-09-11,75323.9765625,76018.66409337944,75026.25333498024,75323.9765625,473494,68
2025-09-12,76415.625,76812.58928571429,75621.69642857142,75720.9375,476178,68
2025-09-15,76514.8671875,77110.31362475682,76217.1439688716,76415.62611462387,375754,95
2025-09-16,76415.625,76911.83035714286,76217.14285714286,76614.10714285714,375476,95
2025-09-17,77308.796875,78201.9665436457,76614.10935494224,76812.59150353017,703739,95
2025-09-18,81476.921875,83164.02013550549,79392.859317905,80682.99328182095,3742513,95
2025-09-22,79095.1328125,80980.7131430364,79095.1328125,79492.09709261292,641705,84
2025-09-23,78797.4140625,80286.03019718199,78102.72653298173,80087.54804589106,729541,84
2025-09-24,77408.0390625,78499.6908954327,76415.62830528847,78499.6908954327,635037,84
2025-09-25,77308.796875,77606.5200978819,76812.59150353017,76911.83257782413,424766,84
2025-09-26,75720.9375,76812.58928571429,75423.21428571429,76614.10714285714,548336,84
2025-09-29,76117.8984375,77110.30910813234,75820.1752363103,76415.6216386897,318695,58
2025-09-30,75026.25,75919.41964285714,74430.80357142857,75919.41964285714,846132,58
2025-10-01,74530.046875,75720.93976780958,74430.8058005992,75522.45761900798,305645,58
2025-10-02,75820.1796875,76415.62612483639,75075.87164082951,75323.97432305301,814910,58
2025-10-10,78400.4453125,78499.68638251582,76316.38284216772,77011.07033227848,955851,41
2025-10-13,80385.265625,80682.98883101852,76415.62287808642,77209.55142746914,1378387,70
2025-10-14,82370.0859375,83164.01447665662,80484.50565700301,80881.46992658133,1742436,70
2025-10-15,83660.2265625,83858.70871330072,81973.12828069396,82866.29795929715,788790,70
2025-10-16,83263.2578125,83759.46316299165,82469.32925171335,82469.32925171335,628316,70
2025-10-17,83560.984375,84057.18974539786,82469.3325601247,82667.81470828384,556190,70
2025-10-20,90309.375,90706.33928571429,85049.59821428571,85148.83928571429,2111530,71
2025-10-21,88523.0390625,91202.54809241871,87927.59261140694,90706.34271650785,1062670,71
2025-10-22,88920.0,89416.20535714286,86935.17857142857,89316.96428571429,605113,71
2025-10-23,89515.4453125,90507.85601441242,87629.8649788664,87927.58818944014,756369,71
2025-10-24,87332.140625,89813.16734730115,85744.28352272727,89713.9262784091,1159776,71
2025-10-27,88324.5546875,90110.89399578652,87431.38503335674,87530.62610603933,579322,64
2025-10-28,88423.796875,88523.03794893378,87431.38613566218,88423.796875,460279,64
2025-10-29,88126.0703125,89019.2399440456,87431.38282129786,89019.2399440456,705875,64
2025-10-30,86935.1796875,89515.44757776827,86438.97432398687,88423.79577803938,752690,64
2025-10-31,86935.1796875,87828.34934182363,85645.04574236587,86141.251105879,1104075,64
2025-11-03,87927.5859375,89515.44301989277,87232.89846395316,88026.82700514955,927485,84
2025-11-04,87828.3515625,90607.1016684322,87629.86941207627,87927.59263771186,932443,84
2025-11-05,86438.9765625,87332.14623995408,82767.05677741102,87332.14623995408,912444,84
2025-11-06,91004.0625,92591.91964285714,88026.83035714286,88423.79464285714,2254077,84
2025-11-07,87629.8671875,90408.61722289071,86935.17967865232,90408.61722289071,1113728,84
2025-11-10,88920.0,89713.92857142857,86042.00892857142,88324.55357142857,702948,71
2025-11-11,89912.4140625,91797.99448985927,89118.48546150663,89614.69083712748,971144,71
2025-11-12,92194.953125,93782.81022941334,91301.7835037675,93782.81022941334,1023036,71
2025-11-13,91797.9921875,95469.91187499999,91103.30467905405,92194.95647804053,1173916,71
2025-11-14,89515.4453125,91599.50778651607,89316.96317211752,89912.40959326497,586352,71
2025-11-17,90706.3359375,91301.7823440919,89713.92525984682,91301.7823440919,480706,62
