company_name,ticker,stock_search_corr,start_date,end_date,n_rows
LG전자,066570.KS,-0.08668770003192819,2025-06-10,2026-05-11,224
SK하이닉스,000660.KS,-0.5096893590592301,2025-06-10,2026-05-11,224
네이버,035420.KS,-0.07938649053196302,2025-06-10,2026-05-11,224
삼성전자,005930.KS,0.12771843481029713,2025-06-10,2026-05-11,224
한화에어로스페이스,012450.KS,0.04212855325178221,2025-06-10,2026-05-11,224
현대차,005380.KS,-0.02229743643060933,2025-06-10,2026-05-11,224
