Ticker,Accuracy,Strategy Return,Market Return,Alpha
삼성전자,0.5,0.3701721446417585,0.3701721446417585,0.0
SK하이닉스,0.5945945945945946,0.7680920911638847,0.7680920911638847,0.0
현대차,0.5405405405405406,0.23754787315191273,0.23754787315191273,0.0
LG전자,0.5945945945945946,0.8919395388169773,0.8919395388169773,0.0
NAVER,0.4722222222222222,-0.07518862760957279,-0.11166610633494911,0.03647747872537632
한화에어로스페이스,0.3783783783783784,-0.1586884898449622,-0.08819578292429908,-0.07049270692066312
