Date,trend_base,trend_stock,trend_forecast,trend_earnings,trend_business_plan,ticker,company_name,foreign_ratio
2025-05-12,1.6670751617467794,6.216531895777176,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-13,1.701097103823244,3.277807726864329,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-14,1.7351190458997092,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-15,1.3948996251350603,3.277807726864329,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-16,1.3268557409821307,3.5038634321653177,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-17,0.6123949573763678,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-18,0.9526143781410168,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-19,1.6330532196703145,4.747169811320752,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-20,1.5650093355173846,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-21,0.9185924360645519,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-22,1.190767972676271,5.199281221922729,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-23,0.9866363202174816,5.538364779874212,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-24,0.7484827256822275,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-25,0.4082633049175786,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-26,1.1567460305998063,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-27,1.2247899147527357,4.1820305480682824,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-28,1.5990312775938498,4.521114106019764,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-29,1.2928337989056655,5.538364779874212,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-30,1.190767972676271,4.521114106019764,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-05-31,0.7484827256822275,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-01,0.5443510732234382,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-02,0.9185924360645519,4.973225516621741,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-03,0.6464168994528328,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-04,1.701097103823244,6.555615453728658,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-05,1.0887021464468765,6.216531895777176,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-06,0.0,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-07,0.6804388415292977,4.747169811320752,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-08,1.1567460305998063,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-09,1.6670751617467794,6.555615453728658,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-10,1.0887021464468765,7.346810422282117,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-11,2.1093604087408226,7.798921832884094,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-12,2.007294582511428,6.6686433063791535,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-13,1.2247899147527357,3.729919137466306,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-14,1.1567460305998063,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-15,0.8165266098351572,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-16,2.2794701191231472,7.798921832884094,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-17,2.2454481770466823,7.007726864330635,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-18,1.6330532196703145,4.634141958670258,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-19,1.2928337989056655,4.521114106019764,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-20,1.3268557409821307,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-21,0.8165266098351572,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-22,0.9185924360645519,0.0,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-23,1.7691409879761741,6.781671159029647,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-24,2.2454481770466823,8.703144654088046,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-25,1.8371848721291038,9.607367475292,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-26,2.2794701191231472,9.607367475292,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-27,1.9052287562820336,8.477088948787058,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-28,0.9526143781410168,4.634141958670258,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-29,0.9185924360645519,4.40808625336927,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-06-30,2.1433823508172876,8.364061096136565,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-07-01,1.2928337989056655,5.199281221922729,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-07-02,2.007294582511428,6.6686433063791535,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-07-03,1.7691409879761741,8.138005390835575,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
2025-07-04,1.5990312775938498,6.103504043126682,0.0,0.0,0.0,000660.KS,SK하이닉스,0.53
