Date,trend_base,trend_stock,trend_forecast,trend_earnings,trend_business_plan,ticker,company_name,foreign_ratio
2025-05-12,17.65479091208429,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-13,13.147184721764898,6.321123086313431,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-14,16.527889364504446,6.321123086313431,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-15,14.64972011853803,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-16,10.893381626605201,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-17,5.634507737899242,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-18,11.644649324991766,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-19,15.77662166611788,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-20,16.903523213697728,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-21,15.77662166611788,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-22,15.77662166611788,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-23,15.77662166611788,6.637179240629103,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-24,9.39084622983207,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-25,11.269015475798485,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-26,17.27915706289101,8.849572320838803,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-27,17.27915706289101,8.533516166523132,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-28,16.903523213697728,7.269291549260445,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-29,18.78169245966414,8.849572320838803,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-30,14.64972011853803,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-05-31,9.766480079025355,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-06-01,11.644649324991766,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-06-02,19.90859400724399,8.21746001220746,0.0,0.0,0.0,005380.KS,현대차,0.4
2025-06-03,10.51774777741192,0.0,0.0,0.0,0.0,005380.KS,현대차,0.4
