Date,trend_kor,trend_glb,ticker,company_name,foreign_ratio,weighted_trend
2026-03-29,7.0,20.504812052069617,000660.KS,SK하이닉스,0.53,14.157550387596899
2026-03-30,13.0,20.18619277460874,000660.KS,SK하이닉스,0.53,16.80868217054263
2026-03-31,21.0,19.867573497147877,000660.KS,SK하이닉스,0.53,20.399813953488376
2026-04-01,17.0,19.548954219687,000660.KS,SK하이닉스,0.53,18.35094573643411
2026-04-02,15.0,19.23033494222612,000660.KS,SK하이닉스,0.53,17.242077519379844
2026-04-03,12.0,18.911715664765246,000660.KS,SK하이닉스,0.53,15.66320930232558
2026-04-04,7.0,18.59309638730437,000660.KS,SK하이닉스,0.53,13.144341085271318
2026-04-05,7.0,18.27447710984349,000660.KS,SK하이닉스,0.53,12.97547286821705
2026-04-06,17.0,17.95585783238262,000660.KS,SK하이닉스,0.53,17.50660465116279
2026-04-07,17.0,17.637238554921744,000660.KS,SK하이닉스,0.53,17.337736434108525
2026-04-08,25.0,17.318619277460876,000660.KS,SK하이닉스,0.53,20.928868217054266
2026-04-09,16.0,17.0,000660.KS,SK하이닉스,0.53,16.53
2026-04-10,31.0,29.0,000660.KS,SK하이닉스,0.53,29.939999999999998
2026-04-11,30.0,31.0,000660.KS,SK하이닉스,0.53,30.53
2026-04-12,23.0,23.0,000660.KS,SK하이닉스,0.53,23.0
2026-04-13,32.0,29.0,000660.KS,SK하이닉스,0.53,30.41
2026-04-14,43.0,38.0,000660.KS,SK하이닉스,0.53,40.349999999999994
2026-04-15,48.0,33.0,000660.KS,SK하이닉스,0.53,40.05
2026-04-16,31.0,26.0,000660.KS,SK하이닉스,0.53,28.35
2026-04-17,47.0,50.0,000660.KS,SK하이닉스,0.53,48.59
2026-04-18,31.0,28.0,000660.KS,SK하이닉스,0.53,29.409999999999997
2026-04-19,30.0,30.0,000660.KS,SK하이닉스,0.53,30.0
2026-04-20,48.0,43.0,000660.KS,SK하이닉스,0.53,45.35
2026-04-21,45.0,39.0,000660.KS,SK하이닉스,0.53,41.82
2026-04-22,40.0,35.0,000660.KS,SK하이닉스,0.53,37.349999999999994
2026-04-23,42.0,38.0,000660.KS,SK하이닉스,0.53,39.879999999999995
2026-04-24,22.0,21.0,000660.KS,SK하이닉스,0.53,21.47
2026-04-25,26.0,27.0,000660.KS,SK하이닉스,0.53,26.53
2026-04-26,25.0,27.0,000660.KS,SK하이닉스,0.53,26.060000000000002
2026-04-27,30.0,31.0,000660.KS,SK하이닉스,0.53,30.53
2026-04-28,29.0,35.0,000660.KS,SK하이닉스,0.53,32.18
2026-04-29,30.0,27.0,000660.KS,SK하이닉스,0.53,28.41
2026-04-30,15.0,10.0,000660.KS,SK하이닉스,0.53,12.350000000000001
2026-05-01,12.0,10.0,000660.KS,SK하이닉스,0.53,10.940000000000001
2026-05-02,7.0,5.0,000660.KS,SK하이닉스,0.53,5.94
2026-05-03,26.0,24.0,000660.KS,SK하이닉스,0.53,24.939999999999998
2026-05-04,33.0,23.0,000660.KS,SK하이닉스,0.53,27.700000000000003
2026-05-05,17.0,12.0,000660.KS,SK하이닉스,0.53,14.35
2026-05-06,34.0,24.0,000660.KS,SK하이닉스,0.53,28.7
2026-05-07,40.0,30.0,000660.KS,SK하이닉스,0.53,34.699999999999996
2026-05-08,50.0,40.0,000660.KS,SK하이닉스,0.53,44.7
2026-05-09,100.0,100.0,000660.KS,SK하이닉스,0.53,100.0
2026-05-10,62.0,59.0,000660.KS,SK하이닉스,0.53,60.41
2026-05-11,43.0,28.0,000660.KS,SK하이닉스,0.53,35.05
2026-05-12,40.0,27.0,000660.KS,SK하이닉스,0.53,33.11
